Accession,ID_x,Organism Name,planetary_analog,Environment,Geographic location,latitude,longitude,Assembly level,Sequencing platform,CheckM2 completeness(%)(NN_model),CheckM2 contamination(%),pass.GUNC,Number_of_contigs,Size (bp),GC (%),N50,GTDB_r220_classification
LMSG_G000036985.1,LMSG_G000036985.1_uncultured_Pseudopelobacteraceae_bacterium_SFLP_MTB_D3_bin2,uncultured_Pseudopelobacteraceae_bacterium_SFLP_MTB_D3_bin2,Mars_lake_analog,freshwater,Canada: pond SAS2B,55.23,-77.7,Contig,NovaSeq,92.11,1.58,True,306,4125050,50.9,18817,d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__Geobacterales;f__Pseudopelobacteraceae;g__JACRCG01;s__JACRCG01 sp903939115
LMSG_G000036986.1,LMSG_G000036986.1_uncultured_Pseudopelobacteraceae_bacterium_SFLP_MTB_D4_bin5,uncultured_Pseudopelobacteraceae_bacterium_SFLP_MTB_D4_bin5,Mars_lake_analog,freshwater,Canada: pond SAS2B,55.23,-77.7,Contig,NovaSeq,93.08,1.47,True,137,4096958,51.06,47161,d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__Geobacterales;f__Pseudopelobacteraceae;g__JACRCG01;s__JACRCG01 sp903939115
LMSG_G000036987.1,LMSG_G000036987.1_uncultured_Pseudopelobacteraceae_bacterium_SFLP_MTB_E5_bin6,uncultured_Pseudopelobacteraceae_bacterium_SFLP_MTB_E5_bin6,Mars_lake_analog,freshwater,Canada: pond SAS2D,55.23,-77.69,Contig,NovaSeq,88.92,1.89,True,674,4255482,51.29,8125,d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__Geobacterales;f__Pseudopelobacteraceae;g__JACRCG01;s__JACRCG01 sp903939115
LMSG_G000036990.1,LMSG_G000036990.1_uncultured_Syntrophales_bacterium_SFLP_MTB_Day2-6_bin17,uncultured_Syntrophales_bacterium_SFLP_MTB_Day2-6_bin17,Mars_lake_analog,freshwater,Sweden: lake Lomtj?rnan (703480-142137),63.35,14.46,Contig,NovaSeq,83.37,3.0,True,566,3596738,55.43,7806,d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__UBA5619;g__UBA5619;s__UBA5619 sp903903205
LMSG_G000036991.1,LMSG_G000036991.1_uncultured_Syntrophales_bacterium_SFLP_MTB_Ja1-D5_bin7,uncultured_Syntrophales_bacterium_SFLP_MTB_Ja1-D5_bin7,Mars_lake_analog,freshwater,Sweden: lake Lomtj?rnan (703480-142137),63.35,14.46,Contig,NovaSeq,82.45,1.57,True,395,3486791,56.04,15534,d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__UBA5619;g__UBA5619;s__UBA5619 sp903903205
LMSG_G000036992.1,LMSG_G000036992.1_uncultured_Syntrophorhabdaceae_bacterium_SFLP_MTB_Ja1-D5_bin2,uncultured_Syntrophorhabdaceae_bacterium_SFLP_MTB_Ja1-D5_bin2,Mars_lake_analog,freshwater,Sweden: lake Lomtj?rnan (703480-142137),63.35,14.46,Contig,NovaSeq,89.78,1.05,True,301,2723977,51.07,11869,d__Bacteria;p__Desulfobacterota_G;c__Syntrophorhabdia;o__Syntrophorhabdales;f__Syntrophorhabdaceae;g__Delta-02;s__Delta-02 sp903872255
LMSG_G000036993.1,LMSG_G000036993.1_uncultured_Desulfovibrionaceae_bacterium_SFLP_MTB_AM-lipid-01-D7_bin11,uncultured_Desulfovibrionaceae_bacterium_SFLP_MTB_AM-lipid-01-D7_bin11,Mars_lake_analog,freshwater,Finland: lake Alinen Mustaj?rvi,61.21,25.11,Contig,NovaSeq,99.79,0.46,True,47,3886096,63.83,142028,d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__CAILNX01;s__CAILNX01 sp903835685
LMSG_G000036994.1,LMSG_G000036994.1_uncultured_Desulfovibrionaceae_bacterium_SFLP_MTB_AM-lipid-01-D8_bin17,uncultured_Desulfovibrionaceae_bacterium_SFLP_MTB_AM-lipid-01-D8_bin17,Mars_lake_analog,freshwater,Finland: lake Alinen Mustaj?rvi,61.21,25.11,Contig,NovaSeq,99.96,0.81,True,130,4382062,62.87,66826,d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__CAILNX01;s__CAILNX01 sp903835685
LMSG_G000036995.1,LMSG_G000036995.1_uncultured_Desulfovibrionaceae_bacterium_SFLP_MTB_AM-lipid-02-D6_bin11,uncultured_Desulfovibrionaceae_bacterium_SFLP_MTB_AM-lipid-02-D6_bin11,Mars_lake_analog,freshwater,Finland: lake Alinen Mustaj?rvi,61.21,25.11,Contig,NovaSeq,83.86,0.91,True,521,3374484,64.82,7919,d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__CAILNX01;s__CAILNX01 sp903835685
LMSG_G000036996.1,LMSG_G000036996.1_uncultured_Desulfovibrionaceae_bacterium_SFLP_MTB_AM-lipid-02-D7_bin42,uncultured_Desulfovibrionaceae_bacterium_SFLP_MTB_AM-lipid-02-D7_bin42,Mars_lake_analog,freshwater,Finland: lake Alinen Mustaj?rvi,61.21,25.11,Contig,NovaSeq,99.97,0.84,True,114,4220505,63.4,68600,d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__CAILNX01;s__CAILNX01 sp903835685
LMSG_G000036997.1,LMSG_G000036997.1_uncultured_Hydrogenedentiales_bacterium_SFLP_MTB_Ki3-D4_bin17,uncultured_Hydrogenedentiales_bacterium_SFLP_MTB_Ki3-D4_bin17,Mars_lake_analog,freshwater,Sweden: lake Haukij?rvi,67.65,21.17,Contig,NovaSeq,89.77,2.0,True,795,4936554,58.0,7875,d__Bacteria;p__Hydrogenedentota;c__Hydrogenedentia;o__Hydrogenedentiales;f__CAIZGN01;g__CAIZGN01;s__CAIZGN01 sp903932505
LMSG_G000036998.1,LMSG_G000036998.1_uncultured_Polyangiaceae_bacterium_SFLP_MTB_KT4_bin17,uncultured_Polyangiaceae_bacterium_SFLP_MTB_KT4_bin17,Mars_lake_analog,freshwater,Sweden: lake Lomtj?rnan (703480-142137),63.35,14.46,Contig,NovaSeq,99.67,4.32,True,669,8017071,63.82,17174,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__JAJZQG01;s__
LMSG_G000037000.1,LMSG_G000037000.1_uncultured_Omnitrophota_bacterium_SFLP_MTB_Ki2-D4_bin23,uncultured_Omnitrophota_bacterium_SFLP_MTB_Ki2-D4_bin23,Mars_lake_analog,freshwater,Sweden: lake Kiruna 754378??69136,67.92,20.37,Contig,NovaSeq,96.03,0.83,True,99,2613013,54.89,45002,d__Bacteria;p__Omnitrophota;c__Koll11;o__Zapsychrales;f__Fredricksoniimonadaceae;g__Fredricksoniimonas;s__Fredricksoniimonas sp903861305
LMSG_G000037005.1,LMSG_G000037005.1_uncultured_Azospirillaceae_bacterium_SFLP_MTB_AM-2014-D4_bin6,uncultured_Azospirillaceae_bacterium_SFLP_MTB_AM-2014-D4_bin6,Mars_lake_analog,freshwater,Finland: lake Alinen Mustaj?rvi,61.21,25.11,Contig,NovaSeq,96.21,4.47,True,390,5129281,65.22,20242,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Azospirillales;f__Azospirillaceae;g__CAIZDL01;s__
LMSG_G000037006.1,LMSG_G000037006.1_uncultured_Azospirillaceae_bacterium_SFLP_MTB_VK3_bin11,uncultured_Azospirillaceae_bacterium_SFLP_MTB_VK3_bin11,Mars_lake_analog,freshwater,Finland: lake Valkea Kotinen,61.24,25.06,Contig,NovaSeq,84.57,0.77,True,250,3612753,65.64,23527,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Azospirillales;f__Azospirillaceae;g__CAIZDL01;s__CAIZDL01 sp903856295
LMSG_G000037007.1,LMSG_G000037007.1_uncultured_Azospirillaceae_bacterium_SFLP_MTB_Umea3p3_bin40,uncultured_Azospirillaceae_bacterium_SFLP_MTB_Umea3p3_bin40,Mars_lake_analog,freshwater,Sweden: lake Bj?rntj?rnan (711632-164487),64.12,18.78,Contig,NovaSeq,83.62,1.77,True,393,2902485,60.9,9431,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Azospirillales;f__Azospirillaceae;g__CAIZDL01;s__CAIZDL01 sp903931735
LMSG_G000037008.1,LMSG_G000037008.1_uncultured_Azospirillaceae_bacterium_SFLP_MTB_Umea3p4_bin32,uncultured_Azospirillaceae_bacterium_SFLP_MTB_Umea3p4_bin32,Mars_lake_analog,freshwater,Sweden: lake Bj?rntj?rnan (711632-164487),64.12,18.78,Contig,NovaSeq,80.73,1.75,True,491,2967519,60.88,7202,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Azospirillales;f__Azospirillaceae;g__CAIZDL01;s__CAIZDL01 sp903931735
LMSG_G000037009.1,LMSG_G000037009.1_uncultured_Magnetospirillum_SFLP_MTB_Loc080925-5-5m_bin37,uncultured_Magnetospirillum_SFLP_MTB_Loc080925-5-5m_bin37,Mars_lake_analog,freshwater,Switzerland: lake Loclat,47.02,7.0,Contig,NovaSeq,83.67,1.99,True,299,3078168,66.77,14145,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodospirillales;f__Magnetospirillaceae;g__Magnetospirillum;s__Magnetospirillum sp903941095
LMSG_G000037010.1,LMSG_G000037010.1_uncultured_Phaeospirillum_SFLP_MTB_AM-lipid-02-D5_bin40,uncultured_Phaeospirillum_SFLP_MTB_AM-lipid-02-D5_bin40,Mars_lake_analog,freshwater,Finland: lake Alinen Mustaj?rvi,61.21,25.11,Contig,NovaSeq,90.81,0.17,True,168,4253669,66.16,40961,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodospirillales;f__Magnetospirillaceae;g__Phaeospirillum;s__Phaeospirillum sp903853455
LMSG_G000037011.1,LMSG_G000037011.1_uncultured_Phaeospirillum_SFLP_MTB_VK2_bin2,uncultured_Phaeospirillum_SFLP_MTB_VK2_bin2,Mars_lake_analog,freshwater,Finland: lake Valkea Kotinen,61.24,25.06,Contig,NovaSeq,99.99,0.52,True,158,4888818,65.42,53920,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodospirillales;f__Magnetospirillaceae;g__Phaeospirillum;s__Phaeospirillum sp903853455
LMSG_G000037012.1,LMSG_G000037012.1_uncultured_Phaeospirillum_SFLP_MTB_E3_bin4,uncultured_Phaeospirillum_SFLP_MTB_E3_bin4,Mars_lake_analog,freshwater,Canada: pond SAS2C,55.23,-77.7,Contig,NovaSeq,91.14,3.31,True,249,4098244,65.36,25121,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodospirillales;f__Magnetospirillaceae;g__Phaeospirillum;s__Phaeospirillum sp903901915
LMSG_G000037014.1,LMSG_G000037014.1_uncultured_Telmatospirillum_SFLP_MTB_AM-2014-D4_bin5,uncultured_Telmatospirillum_SFLP_MTB_AM-2014-D4_bin5,Mars_lake_analog,freshwater,Finland: lake Alinen Mustaj?rvi,61.21,25.11,Contig,NovaSeq,88.95,1.93,True,564,5220492,64.9,11758,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodospirillales;f__Magnetospirillaceae;g__Telmatospirillum;s__Telmatospirillum sp903858635
LMSG_G000037015.1,LMSG_G000037015.1_uncultured_Telmatospirillum_SFLP_MTB_AM-lipid-02-D5_bin20,uncultured_Telmatospirillum_SFLP_MTB_AM-lipid-02-D5_bin20,Mars_lake_analog,freshwater,Finland: lake Alinen Mustaj?rvi,61.21,25.11,Contig,NovaSeq,90.35,0.32,True,474,4582394,65.68,14088,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodospirillales;f__Magnetospirillaceae;g__Telmatospirillum;s__Telmatospirillum sp903858635
LMSG_G000037016.1,LMSG_G000037016.1_uncultured_gamma_proteobacterium_SFLP_MTB_KR4_bin15,uncultured_gamma_proteobacterium_SFLP_MTB_KR4_bin15,Mars_lake_analog,freshwater,Finland: lake Keskinen Rajaj?rvi,61.22,25.22,Contig,NovaSeq,99.89,0.01,True,281,3172910,53.22,16894,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__CAIRSR01;f__CAIRSR01;g__CAIRSR01;s__CAIRSR01 sp903824965
LMSG_G000037017.1,LMSG_G000037017.1_uncultured_gamma_proteobacterium_SFLP_MTB_KR4_bin9,uncultured_gamma_proteobacterium_SFLP_MTB_KR4_bin9,Mars_lake_analog,freshwater,Finland: lake Keskinen Rajaj?rvi,61.22,25.22,Contig,NovaSeq,95.19,0.63,True,350,3200600,55.07,13468,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__CAIRSR01;f__CAIRSR01;g__CAIRSR01;s__CAIRSR01 sp903881315
LMSG_G000037018.1,LMSG_G000037018.1_uncultured_Magnetaquicoccaceae_bacterium_SFLP_MTB_Umea3p4_bin52,uncultured_Magnetaquicoccaceae_bacterium_SFLP_MTB_Umea3p4_bin52,Mars_lake_analog,freshwater,Sweden: lake Bj?rntj?rnan (711632-164487),64.12,18.78,Contig,NovaSeq,85.3,3.7,True,702,3160004,57.78,4840,d__Bacteria;p__Pseudomonadota;c__Magnetococcia;o__Magnetococcales;f__Magnetaquicoccaceae;g__HCHbin5;s__HCHbin5 sp903913345
LO017727,LO017727_Candidatus_Magnetococcus_massalia_strain_MO-1_MTB,Candidatus_Magnetococcus_massalia_strain_MO-1,Europa_ocean_analog,marine,France: Pointe Rouge Marina in Marseille,43.24560083,5.364499897,Complete Genome,454 GS-FLX,99.99,0.24,True,1,5043095,55.18,5043095,d__Bacteria;p__Pseudomonadota;c__Magnetococcia;o__Magnetococcales;f__Magnetococcaceae;g__Magnetococcus;s__
RAST_1898112,RAST_1898112_181_Rhodospirillaceae_bacterium_MAG_01419_mvb_30,Rhodospirillaceae_bacterium_MAG_01419_mvb_30,Mars_lake_analog,brackish,Greece: Etoliko Lagoon,38.4825,21.315,Contig,Illumina HiSeq 2000,87.04,4.22,True,477,2811682,55.72,7268,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodospirillales_A;f__Magnetovibrionaceae;g__Magnetovibrio;s__
GCA_022760095.1,GCA_022760095.1_Candidatus_Magnetoovum_sp._WYHC-5,Candidatus_Magnetoovum_sp._WYHC-5,Mars_lake_analog,freshwater,China: Lake Weiyanghu,34.4,108.99,Contig,Illumina NovaSeq,95.33,0.91,True,307,3177142,37.99,15616,d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__Magnetobacteriaceae;g__XYC;s__XYC sp018606805
GCA_036937345.1,GCA_036937345.1_Chromatiales_bacterium_YYHR-1,Chromatiales_bacterium_YYHR-1,Mars_lake_analog,freshwater,China: Yeya Lake,40.406861,115.845167,Scaffold,Illumina NovaSeq,82.27,7.12,True,1527,5228569,55.12,5431,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__BW-2;f__BW-2;g__BW-2;s__
GCA_039908085.1,GCA_039908085.1_Magnetococcus_sp._YQC-5,Magnetococcus_sp._YQC-5,Mars_lake_analog,freshwater,China: Yuqiao Lake,40.041111,117.455833,Contig,Illumina NovaSeq,97.23,1.6,True,553,5700412,50.73,14374,d__Bacteria;p__Pseudomonadota;c__Magnetococcia;o__Magnetococcales;f__Magnetaquicoccaceae;g__JAANAU01;s__
GCA_039908095.1,GCA_039908095.1_Nitrospirae_bacterium_YQR-1,Nitrospirae_bacterium_YQR-1,Mars_lake_analog,freshwater,China: Yuqiao Lake,40.041111,117.455833,Scaffold,Illumina NovaSeq,100.0,0.13,True,110,3496824,42.33,87846,d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__Magnetobacteriaceae;g__JADFXG01;s__
GCA_039908105.1,GCA_039908105.1_Magnetococcus_sp._YQC-9,Magnetococcus_sp._YQC-9,Mars_lake_analog,freshwater,China: Yuqiao Lake,40.041111,117.455833,Contig,Illumina NovaSeq,99.38,0.42,True,208,3864532,58.26,30462,d__Bacteria;p__Pseudomonadota;c__Magnetococcia;o__Magnetococcales;f__Magnetaquicoccaceae;g__JAANAU01;s__
GCA_039908125.1,GCA_039908125.1_Magnetococcus_sp._XQGC-1,Magnetococcus_sp._XQGC-1,Mars_lake_analog,freshwater,China: Xingqinggong Lake,34.263833,108.96925,Scaffold,Illumina NovaSeq,92.86,9.54,True,433,4602324,57.21,36062,d__Bacteria;p__Pseudomonadota;c__Magnetococcia;o__Magnetococcales;f__Magnetaquicoccaceae;g__HCHbin5;s__
GCA_039908285.1,GCA_039908285.1_Alphaproteobacteria_bacterium_YQV-1,Alphaproteobacteria_bacterium_YQV-1,Mars_lake_analog,freshwater,China: Yuqiao Lake,40.041111,117.455833,Contig,Illumina NovaSeq,99.91,0.26,True,228,4014703,66.22,31581,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__;s__
GCA_039908345.1,GCA_039908345.1_Magnetospirillum_sp._WYHS-4,Magnetospirillum_sp._WYHS-4,Mars_lake_analog,freshwater,China: Weiyanghu Lake,34.403361,108.985944,Contig,Illumina NovaSeq,100.0,2.76,True,172,3654842,65.96,45845,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodospirillales_A;f__GLO-3;g__;s__
GCA_039908355.1,GCA_039908355.1_Gammaproteobacteria_bacterium_SHHR-1,Gammaproteobacteria_bacterium_SHHR-1,Europa_ocean_analog,hypersaline,China: Fuzhou Saltern,39.675308,121.992772,Scaffold,Illumina NovaSeq,84.75,4.52,True,535,3138237,62.67,16484,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Chromatiales;f__Sedimenticolaceae;g__JADGBD01;s__JADGBD01 sp009497875
GCA_039908385.1,GCA_039908385.1_Magnetococcus_sp._THC-1_WYH,Magnetococcus_sp._THC-1_WYH,Mars_lake_analog,freshwater,China: Weiyanghu Lake,34.403361,108.985944,Scaffold,Illumina NovaSeq,100.0,0.7,True,87,4339321,52.19,76015,d__Bacteria;p__Pseudomonadota;c__Magnetococcia;o__Magnetococcales;f__UBA8363;g__UBA8363;s__UBA8363 sp015228925
GCA_039908505.1,GCA_039908505.1_Nitrospirota_bacterium_MYC-10,Nitrospirota_bacterium_MYC-10,Mars_lake_analog,freshwater,China: Miyun Lake,40.519917,116.835278,Scaffold,Illumina NovaSeq,99.99,0.23,True,98,3492769,45.01,64667,d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__Magnetobacteriaceae;g__Magnetominusculus;s__
GCA_039908525.1,GCA_039908525.1_Magnetococcus_sp._MYC-9,Magnetococcus_sp._MYC-9,Mars_lake_analog,freshwater,China: Miyun Lake,40.519917,116.835278,Contig,Illumina NovaSeq,95.74,0.56,True,50,3598964,60.68,106821,d__Bacteria;p__Pseudomonadota;c__Magnetococcia;o__Magnetococcales;f__Magnetaquicoccaceae;g__HCHbin5;s__
GCA_039908535.1,GCA_039908535.1_Magnetococcus_sp._DMHC-6,Magnetococcus_sp._DMHC-6,Mars_lake_analog,freshwater,China: Daminghu Lake,36.671944,117.021814,Contig,Illumina NovaSeq,95.21,2.19,True,118,3667690,45.99,46571,d__Bacteria;p__Pseudomonadota;c__Magnetococcia;o__Magnetococcales;f__JADFZT01;g__;s__
GCA_039908555.1,GCA_039908555.1_Magnetococcus_sp._DMHC-8,Magnetococcus_sp._DMHC-8,Mars_lake_analog,freshwater,China: Daminghu Lake,36.671944,117.021814,Contig,Illumina NovaSeq,87.37,3.14,True,305,3159102,61.03,17531,d__Bacteria;p__Pseudomonadota;c__Magnetococcia;o__Magnetococcales;f__Magnetaquicoccaceae;g__HCHbin5;s__
GCA_039908575.1,GCA_039908575.1_Magnetococcus_sp._DMHC-1,Magnetococcus_sp._DMHC-1,Mars_lake_analog,freshwater,China: Daminghu Lake,36.671944,117.021814,Scaffold,Illumina NovaSeq,100.0,0.51,True,186,4825755,54.53,73987,d__Bacteria;p__Pseudomonadota;c__Magnetococcia;o__Magnetococcales;f__DC0425bin3;g__HA3dbin3;s__HA3dbin3 sp015228935
